C202_050;12;871.54114;3;3;3.0;361.79648;363.42178;361.95901999999995
C202_100;5;1765.711;3;5;4.4;591.5566;693.4204;640.941201
C203_025;10;675.3055;1;3;2.0;215.54256;233.1913;222.064262
C203_050;14;1199.0845;3;4;3.3;361.41336;407.2118;376.57563500000003
C203_100;7;1759.4912;3;6;4.444444444444445;585.4617;665.1365;629.8211922222222
C204_025;7;516.61847;1;2;1.8;211.55606;228.47205;218.10284300000004
C204_050;8;778.1106;2;5;3.2222222222222223;360.63217;460.55023;385.9695588888889
C204_100;21;1960.798;4;6;4.666666666666667;619.3212;695.66614;644.14861
C205_025;18;1145.7703;2;3;2.2;215.54257;233.20953;219.07596200000003
C205_050;13;897.0894;3;4;3.2;361.4134;379.08032;364.946784
C205_100;3;664.3251;3;4;3.3;588.49286;626.6278;601.9432360000001
C206_025;18;1133.3666;2;2;2.0;215.54257;225.65991;216.55430400000006
C206_050;14;909.67725;3;4;3.4;361.4134;404.2871;371.334882
C206_100;4;942.3368;3;5;3.8;588.49286;669.1184;615.157794
C207_025;18;1164.589;2;2;2.0;214.93521;215.33606;215.05546500000005
C207_050;14;1035.0048;3;4;3.3;360.6322;440.25385;377.77851599999997
C207_100;5;1418.187;3;6;3.9;588.2864;661.7542;617.289614
C208_025;15;1059.9701;1;2;1.8;215.37354;235.45111;220.09581700000004
C208_050;13;905.24603;2;4;2.7;352.12296;459.22897;370.62660900000003
C208_100;6;1175.5339;3;4;3.4444444444444446;588.32385;626.0757;604.2200888888888
R101_025;9;927.75885;8;8;8.0;618.00745;618.32996;618.200938
R101_050;15;1756.3265;12;13;12.444444444444445;1047.843;1065.1833;1052.8083333333334
R101_100;23;2907.4153;19;21;19.833333333333332;1631.347;1695.3701;1655.8906499999996
R102_025;8;864.36365;5;6;5.8;477.3152;538.2272;501.943731
R102_050;16;1740.8236;9;12;10.555555555555555;860.7599;918.4268;893.191641111111
R102_100;21;2637.6677;17;19;18.166666666666668;1444.0193;1539.0347;1491.6449833333334
R103_025;8;730.11523;5;6;5.25;440.0266;464.82535;449.6461687500001
R103_050;12;1491.6661;7;9;8.166666666666666;735.96826;772.54663;760.0351916666667
R103_100;20;2266.0286;14;16;15.5;1191.7192;1253.7812;1229.188525
R104_025;4;595.2466;4;5;4.6;400.60413;437.08362;422.3018609999999
R104_050;10;1103.5422;6;7;6.571428571428571;615.386;659.8325;637.8485057142856
R104_100;14;1612.6694;11;15;12.25;998.8844;1177.3955;1042.0163612499998
R105_025;7;851.5094;5;6;5.888888888888889;506.4221;523.0687;515.4681666666667
R105_050;11;1378.4314;9;10;9.666666666666666;888.7181;930.1714;910.7432844444443
R105_100;16;2059.3862;15;17;16.0;1368.8054;1448.0656;1405.224
R106_025;6;835.7239;5;5;5.0;446.12015;465.04053;455.86758888888886
R106_050;10;1232.446;8;10;8.75;770.4188;865.0988;797.1891875
R106_100;16;2065.371;14;16;14.5;1267.7753;1312.7239;1292.4732166666668
R107_025;5;616.35834;4;5;4.75;415.24072;433.39276;424.23267000000004
R107_050;10;1088.0071;7;8;7.5;681.9447;751.3436;706.8315630000001
R107_100;13;1634.0293;12;13;12.5;1093.555;1194.9126;1129.6362250000002
R108_025;4;579.7;4;5;4.1;390.28165;413.58435;395.41369599999996
R108_050;9;1047.8379;5;8;6.666666666666667;599.07776;663.0304;633.2201133333334
R108_100;14;1543.3958;10;14;11.857142857142858;944.1046;1088.1534;1003.6590485714287
R109_025;4;549.6167;4;5;4.888888888888889;436.64075;448.68073;441.6750888888889
R109_050;9;1180.316;7;9;8.222222222222221;762.9112;821.6023;781.6778433333334
R109_100;13;1714.0437;13;15;14.11111111111111;1144.3063;1330.8995;1214.1227555555556
R110_025;5;587.7918;4;5;4.7;422.812;444.03015;430.53027499999996
R110_050;9;1090.3071;7;9;7.75;675.87305;775.3398;709.4455125
R110_100;12;1466.2461;12;14;13.11111111111111;1080.3043;1234.9279;1150.7808333333332
R111_025;6;718.5705;4;5;4.375;406.19778;431.11844;416.1363625
R111_050;9;1064.4845;7;8;7.222222222222222;678.6192;734.4335;710.5886266666668
R111_100;12;1508.4011;12;14;12.571428571428571;1062.9928;1218.8993;1116.6844714285714
R112_025;4;529.95917;4;4;4.0;385.82492;412.23627;394.136724
R112_050;7;930.0856;6;8;6.6;606.91565;679.2752;636.3630489999999
R112_100;11;1438.0862;11;12;11.5;1007.24695;1098.0457;1040.53021
R201_025;5;896.7738;4;4;4.0;461.13394;464.3747;463.4185022222221
R201_050;6;1617.2733;5;6;5.555555555555555;800.406;826.8035;813.0971688888889
R201_100;10;2276.4802;6;9;7.9;1155.416;1211.972;1179.1410599999997
R202_025;13;1001.55054;3;4;3.4;397.06976;445.02505;412.10789800000003
R202_050;8;1428.7272;4;6;4.8;689.8767;741.96747;718.640936
R202_100;13;2210.7285;6;8;7.1;1023.8282;1130.029;1064.7103600000003
R203_025;8;722.2779;3;3;3.0;371.56506;414.2893;388.865191
R203_050;5;1222.2332;3;5;4.0;597.0333;648.0243;619.6079040000002
R203_100;7;1783.6482;5;8;6.4;878.8324;954.4683;915.9859840000001
R204_025;6;616.418;2;4;2.5555555555555554;348.6901;383.06195;365.6965833333333
R204_050;8;948.92053;2;4;2.7;507.7817;537.8407;521.1626929999999
R204_100;21;1688.7041;4;5;4.7;761.77563;814.0183;777.4816529999999
R205_025;2;669.73914;2;3;2.8;384.062;405.94608;396.4141699999999
R205_050;5;1138.6562;3;5;4.5;695.98676;743.4427;710.747696
R205_100;4;1635.5452;5;7;6.2;971.7933;1059.4998;1008.9563519999999
R206_025;3;714.06525;2;4;2.8;354.87183;392.96222;375.09831399999996
R206_050;3;923.44574;3;4;3.3;649.2339;671.6946;660.159702
R206_100;4;1557.407;4;7;5.9;911.59216;960.8018;939.1955780000001
R207_025;2;569.88916;2;3;2.4;345.95593;384.82495;371.190268
R207_050;3;948.4065;2;4;2.8;561.7055;634.7352;594.963671
R207_100;4;1475.8926;4;6;5.25;844.4049;915.5419;870.6589737500001
R208_025;1;438.89038;1;3;1.8;329.28436;357.17285;342.84216000000004
R208_050;4;815.2257;2;3;2.5;490.04523;534.92926;509.0002019999999
R208_100;5;1293.795;3;5;4.222222222222222;721.01306;795.0811;745.68913
R209_025;2;638.42444;2;3;2.3;370.75494;395.88107;375.784065
R209_050;2;1081.6499;3;5;3.7;617.37335;646.5453;631.9165019999998
R209_100;4;1635.0492;5;7;5.8;888.0322;933.02325;912.3773269999999
R210_025;3;693.8321;3;4;3.1;387.5094;410.57764;398.017093
R210_050;3;1149.1284;2;5;3.9;638.75085;678.1959;657.663223
R210_100;9;1806.4307;5;8;6.6;918.4931;962.5249;944.5050719999999
R211_025;1;497.0403;2;3;2.1;350.41507;368.27618;354.281477
R211_050;2;986.7893;2;4;3.1;535.005;604.8181;563.459632
R211_100;3;1200.3556;4;6;4.6;770.14056;831.06384;803.948472
RC101_025;9;1197.2612;4;6;4.888888888888889;418.07782;524.4677;472.72746555555557
RC101_050;15;2249.0374;7;9;7.75;806.0614;947.9892;862.43973625
RC101_100;21;2858.9858;16;18;16.75;1617.7507;1682.6602;1655.4714250000002
RC102_025;7;992.12103;3;4;3.375;338.2193;420.89398;366.5355625
RC102_050;11;1625.6714;6;8;7.0;722.5258;835.4541;782.8522744444444
RC102_100;16;2471.722;15;16;15.666666666666666;1424.631;1589.1748;1527.71505
RC103_025;6;867.97974;3;4;3.1;311.25775;366.67133;319.542915
RC103_050;8;1231.0118;5;7;5.9;589.35803;751.17694;657.228537
RC103_100;16;2272.9812;12;14;12.8;1266.116;1375.282;1329.12024
RC104_025;5;654.75116;3;4;3.3333333333333335;300.23456;364.39087;322.32955000000004
RC104_050;10;1109.2501;5;6;5.333333333333333;536.6101;667.312;568.7137055555555
RC104_100;13;1685.5876;10;13;11.625;1133.0677;1351.7078;1215.7098250000001
RC105_025;6;842.311;3;5;4.1;343.7381;451.30914;404.48485
RC105_050;12;1313.4731;6;8;7.1;694.82196;869.748;781.938715
RC105_100;18;2577.9539;14;18;16.4;1385.6958;1673.2172;1554.4056
RC106_025;8;1001.81866;3;4;3.5555555555555554;316.2222;395.7014;361.5874322222223
RC106_050;10;1459.9895;5;7;6.2;618.4137;805.7449;698.184006
RC106_100;14;1837.008;13;16;14.666666666666666;1362.1788;1626.9344;1432.591433333333
RC107_025;4;522.6643;3;4;3.2;296.83105;366.9381;309.85250400000007
RC107_050;7;831.2298;5;6;5.8;548.03937;671.4538;608.477994
RC107_100;13;1829.5895;13;15;13.375;1170.9885;1343.4216;1277.1267249999999
RC108_025;3;379.22418;3;3;3.0;294.99445;294.99445;294.99445000000003
RC108_050;6;759.8533;5;7;5.5;518.49927;643.9432;554.6927430000002
RC108_100;12;1627.4827;11;13;12.375;1119.1183;1308.209;1213.511025
RC201_025;8;1221.0305;3;4;3.1;356.87003;411.376;364.48855699999996
RC201_050;6;1982.0437;4;6;5.0;672.9999;738.59766;700.7816150000001
RC201_100;7;2601.6702;7;9;8.2;1272.1587;1339.5403;1310.4280800000001
RC202_025;4;877.89374;3;4;3.142857142857143;338.6423;393.90802;355.5459657142857
RC202_050;4;1750.7922;4;5;4.8;598.558;642.9233;614.3448960000001
RC202_100;8;2442.9119;7;9;7.6;1105.7513;1217.7056;1156.00786
RC203_025;7;839.8011;2;3;2.888888888888889;311.25775;352.3871;319.4146155555556
RC203_050;7;1430.334;3;5;3.9;541.63464;638.36707;590.8444420000001
RC203_100;8;1795.0443;5;8;5.6;947.07263;1026.437;986.4371390000002
RC204_025;4;520.63293;2;4;3.0;298.76764;365.2396;323.26374999999996
RC204_050;8;978.08215;2;3;2.4;510.53333;579.8014;538.816629
RC204_100;12;1515.1589;4;5;4.444444444444445;792.55054;922.0491;860.0579022222223
RC205_025;8;1138.4551;3;4;3.2;338.7478;407.74503;369.59447
RC205_050;12;2048.8716;5;6;5.111111111111111;620.2213;712.7196;639.6073688888889
RC205_100;12;2655.3157;7;8;7.666666666666667;1166.4557;1254.0969;1203.9100444444443
RC206_025;5;974.0758;2;3;2.9;323.07626;401.95773;348.658716
RC206_050;4;1306.5114;4;5;4.6;597.68915;663.5064;617.3291389999999
RC206_100;4;1974.5605;5;7;6.0;1082.0035;1185.6432;1122.52864
RC207_025;3;643.1747;2;3;2.4;298.94983;369.66333;328.717232
RC207_050;4;1282.6016;3;4;3.9;551.84424;661.729;583.6266670000001
RC207_100;7;1994.3463;5;7;6.3;991.9846;1076.2802;1032.000655
RC208_025;1;427.89062;1;2;1.8;264.80634;301.7648;286.89020999999997
RC208_050;5;1007.383;2;5;3.6;455.5328;545.1909;505.40442700000006
RC208_100;3;1343.6262;4;6;4.8;806.0344;892.06775;843.7577079999999
